Data as of,Start Date,End Date,MMWR Year,MMWR Week,Week Ending Date,HRR Name,HRR Number,State,Total Deaths,COVID-19 Deaths,Total Deaths over 65 years,COVID-19 Deaths over 65 years,Total Deaths 65 to 74 years,COVID-19 Deaths 65 to 74 years,Total Deaths 75 to 84 years,COVID-19 Deaths 75 to 84 years,Total Deaths over 85 years,COVID-19 Deaths over 85 years,Footnote,Accuracy_index
22/08/2021,04/12/2016,10/12/2016,2016,49,10/12/2016,AZ- SUN CITY,14,AZ,610.1450788,0,458.7730578,0,114.2420951,0,167.2299681,0,177.3009946,0,,0.076076656
22/08/2021,11/12/2016,17/12/2016,2016,50,17/12/2016,AZ- SUN CITY,14,AZ,613.9675127,0,426.1992166,0,121.1177988,0,132.7804232,0,172.3009946,0,,0.076076656
22/08/2021,18/12/2016,24/12/2016,2016,51,24/12/2016,AZ- SUN CITY,14,AZ,594.180592,0,423.0926769,0,107.2598518,0,145.6206136,0,170.2122115,0,,0.076076656
22/08/2021,25/12/2016,31/12/2016,2016,52,31/12/2016,AZ- SUN CITY,14,AZ,642.4525708,0,485.0627932,0,124.9047195,0,148.6561269,0,211.5019469,0,,0.076076656
22/08/2021,01/01/2017,07/01/2017,2017,1,07/01/2017,AZ- SUN CITY,14,AZ,636.630137,0,462.5599784,0,130.8514496,0,134.8869628,0,196.821566,0,,0.076076656
22/08/2021,08/01/2017,14/01/2017,2017,2,14/01/2017,AZ- SUN CITY,14,AZ,668.8488459,0,504.6011212,0,117.1000422,0,171.141185,0,216.359894,0,,0.076076656
22/08/2021,15/01/2017,21/01/2017,2017,3,21/01/2017,AZ- SUN CITY,14,AZ,628.630137,0,460.5244652,0,129.8159364,0,145.7271533,0,184.9813755,0,,0.076076656
22/08/2021,22/01/2017,28/01/2017,2017,4,28/01/2017,AZ- SUN CITY,14,AZ,689.4937136,0,505.6011212,0,136.6738835,0,176.1589416,0,192.7682961,0,,0.076076656
22/08/2021,29/01/2017,04/02/2017,2017,5,04/02/2017,AZ- SUN CITY,14,AZ,708.475957,0,529.5478514,0,131.8514496,0,167.4075342,0,230.2888675,0,,0.076076656
22/08/2021,05/02/2017,11/02/2017,2017,6,11/02/2017,AZ- SUN CITY,14,AZ,676.8310893,0,496.9029837,0,134.7626665,0,158.4608041,0,203.679513,0,,0.076076656
22/08/2021,12/02/2017,18/02/2017,2017,7,18/02/2017,AZ- SUN CITY,14,AZ,661.0441687,0,493.8497138,0,117.064529,0,156.4608041,0,220.3243807,0,,0.076076656
22/08/2021,19/02/2017,25/02/2017,2017,8,25/02/2017,AZ- SUN CITY,14,AZ,647.2394915,0,504.6366345,0,135.7271533,0,168.1944549,0,200.7150263,0,,0.076076656
22/08/2021,26/02/2017,04/03/2017,2017,9,04/03/2017,AZ- SUN CITY,14,AZ,636.6656502,0,457.719788,0,112.2420951,0,158.4252909,0,187.052402,0,,0.076076656
22/08/2021,05/03/2017,11/03/2017,2017,10,11/03/2017,AZ- SUN CITY,14,AZ,634.7011634,0,481.3291424,0,125.0290158,0,160.372021,0,195.9281056,0,,0.076076656
22/08/2021,12/03/2017,18/03/2017,2017,11,18/03/2017,AZ- SUN CITY,14,AZ,707.475957,0,529.4235551,0,132.7271533,0,171.3009946,0,225.3954072,0,,0.076076656
22/08/2021,19/03/2017,25/03/2017,2017,12,25/03/2017,AZ- SUN CITY,14,AZ,673.7600629,0,498.796444,0,128.9047195,0,150.4430475,0,219.4486771,0,,0.076076656
22/08/2021,26/03/2017,01/04/2017,2017,13,01/04/2017,AZ- SUN CITY,14,AZ,632.8964862,0,472.5067086,0,123.9935025,0,147.6561269,0,200.8570792,0,,0.076076656
22/08/2021,02/04/2017,08/04/2017,2017,14,08/04/2017,AZ- SUN CITY,14,AZ,675.9731422,0,496.0627932,0,133.8692062,0,147.5673438,0,214.6262432,0,,0.076076656
22/08/2021,09/04/2017,15/04/2017,2017,15,15/04/2017,AZ- SUN CITY,14,AZ,642.5591105,0,475.3824123,0,135.7271533,0,164.2477247,0,175.4075342,0,,0.076076656
22/08/2021,16/04/2017,22/04/2017,2017,16,22/04/2017,AZ- SUN CITY,14,AZ,663.0086555,0,500.7609308,0,141.5851004,0,159.3542644,0,199.821566,0,,0.076076656
22/08/2021,23/04/2017,29/04/2017,2017,17,29/04/2017,AZ- SUN CITY,14,AZ,673.7955761,0,492.9207403,0,125.9402327,0,154.5140739,0,212.4664337,0,,0.076076656
22/08/2021,30/04/2017,06/05/2017,2017,18,06/05/2017,AZ- SUN CITY,14,AZ,654.1151952,0,471.2936292,0,118.064529,0,174.0168887,0,179.2122115,0,,0.076076656
22/08/2021,07/05/2017,13/05/2017,2017,19,13/05/2017,AZ- SUN CITY,14,AZ,623.7544333,0,438.8973541,0,98.4374179,0,157.4252909,0,183.0346453,0,,0.076076656
22/08/2021,14/05/2017,20/05/2017,2017,20,20/05/2017,AZ- SUN CITY,14,AZ,644.5235973,0,446.8440843,0,120.0467724,0,151.5495872,0,175.2477247,0,,0.076076656
22/08/2021,21/05/2017,27/05/2017,2017,21,27/05/2017,AZ- SUN CITY,14,AZ,577.4291847,0,420.0216504,0,117.9757459,0,150.4963173,0,151.5495872,0,,0.076076656
22/08/2021,28/05/2017,03/06/2017,2017,22,03/06/2017,AZ- SUN CITY,14,AZ,695.387174,0,506.6543911,0,122.8869628,0,187.9281056,0,195.8393226,0,,0.076076656
22/08/2021,04/06/2017,10/06/2017,2017,23,10/06/2017,AZ- SUN CITY,14,AZ,638.5768671,0,442.9328673,0,124.0112591,0,148.5495872,0,170.372021,0,,0.076076656
22/08/2021,11/06/2017,17/06/2017,2017,24,17/06/2017,AZ- SUN CITY,14,AZ,633.4703275,0,444.8263276,0,120.9935025,0,153.602857,0,170.2299681,0,,0.076076656
22/08/2021,18/06/2017,24/06/2017,2017,25,24/06/2017,AZ- SUN CITY,14,AZ,631.4348142,0,429.9328673,0,112.1533121,0,156.4252909,0,161.3542644,0,,0.076076656
22/08/2021,25/06/2017,01/07/2017,2017,26,01/07/2017,AZ- SUN CITY,14,AZ,624.3637878,0,434.6842747,0,112.0467724,0,145.5851004,0,177.052402,0,,0.076076656
22/08/2021,02/07/2017,08/07/2017,2017,27,08/07/2017,AZ- SUN CITY,14,AZ,654.2394915,0,454.6310049,0,124.9047195,0,126.9935025,0,202.7327829,0,,0.076076656
22/08/2021,09/07/2017,15/07/2017,2017,28,15/07/2017,AZ- SUN CITY,14,AZ,605.1450788,0,423.2347298,0,118.0822856,0,139.833693,0,165.3187512,0,,0.076076656
22/08/2021,16/07/2017,22/07/2017,2017,29,22/07/2017,AZ- SUN CITY,14,AZ,621.7721899,0,457.5244652,0,125.9935025,0,145.6383702,0,185.8925924,0,,0.076076656
22/08/2021,23/07/2017,29/07/2017,2017,30,29/07/2017,AZ- SUN CITY,14,AZ,580.5179677,0,404.501079,0,102.3841481,0,130.8514496,0,171.2654813,0,,0.076076656
22/08/2021,30/07/2017,05/08/2017,2017,31,05/08/2017,AZ- SUN CITY,14,AZ,610.7721899,0,433.8440843,0,118.064529,0,143.6916401,0,172.0879152,0,,0.076076656
22/08/2021,06/08/2017,12/08/2017,2017,32,12/08/2017,AZ- SUN CITY,14,AZ,616.8254597,0,425.1459467,0,117.9402327,0,154.6561269,0,152.5495872,0,,0.076076656
22/08/2021,13/08/2017,19/08/2017,2017,33,19/08/2017,AZ- SUN CITY,14,AZ,551.8908566,0,400.4655658,0,110.1533121,0,129.8692062,0,160.4430475,0,,0.076076656
22/08/2021,20/08/2017,26/08/2017,2017,34,26/08/2017,AZ- SUN CITY,14,AZ,594.0207825,0,408.2879996,0,95.41966129,0,130.9224761,0,181.9458623,0,,0.076076656
22/08/2021,27/08/2017,02/09/2017,2017,35,02/09/2017,AZ- SUN CITY,14,AZ,620.7189201,0,439.8263276,0,138.6383702,0,149.6561269,0,151.5318305,0,,0.076076656
22/08/2021,03/09/2017,09/09/2017,2017,36,09/09/2017,AZ- SUN CITY,14,AZ,610.1095656,0,436.0216504,0,123.0112591,0,128.064529,0,184.9458623,0,,0.076076656
22/08/2021,10/09/2017,16/09/2017,2017,37,16/09/2017,AZ- SUN CITY,14,AZ,604.0207825,0,437.8263276,0,121.9047195,0,151.4430475,0,164.4785607,0,,0.076076656
22/08/2021,17/09/2017,23/09/2017,2017,38,23/09/2017,AZ- SUN CITY,14,AZ,580.5002111,0,403.3590261,0,117.0290158,0,133.833693,0,152.4963173,0,,0.076076656
22/08/2021,24/09/2017,30/09/2017,2017,39,30/09/2017,AZ- SUN CITY,14,AZ,568.8375868,0,417.3590261,0,100.3486348,0,139.833693,0,177.1766983,0,,0.076076656
22/08/2021,01/10/2017,07/10/2017,2017,40,07/10/2017,AZ- SUN CITY,14,AZ,598.0385391,0,427.9506239,0,116.1533121,0,131.833693,0,179.9636189,0,,0.076076656
22/08/2021,08/10/2017,14/10/2017,2017,41,14/10/2017,AZ- SUN CITY,14,AZ,591.3048883,0,435.8973541,0,116.064529,0,148.5673438,0,171.2654813,0,,0.076076656
22/08/2021,15/10/2017,21/10/2017,2017,42,21/10/2017,AZ- SUN CITY,14,AZ,614.7899465,0,443.7375446,0,98.49068775,0,151.3897776,0,193.8570792,0,,0.076076656
22/08/2021,22/10/2017,28/10/2017,2017,43,28/10/2017,AZ- SUN CITY,14,AZ,603.0385391,0,435.9861372,0,121.0290158,0,121.1000422,0,193.8570792,0,,0.076076656
22/08/2021,29/10/2017,04/11/2017,2017,44,04/11/2017,AZ- SUN CITY,14,AZ,627.7544333,0,450.808571,0,138.7449099,0,143.6916401,0,168.372021,0,,0.076076656
22/08/2021,05/11/2017,11/11/2017,2017,45,11/11/2017,AZ- SUN CITY,14,AZ,563.7132905,0,394.6431319,0,115.1533121,0,118.1533121,0,161.3365078,0,,0.076076656
22/08/2021,12/11/2017,18/11/2017,2017,46,18/11/2017,AZ- SUN CITY,14,AZ,660.1151952,0,479.0805498,0,122.9402327,0,137.7981798,0,218.3421374,0,,0.076076656
22/08/2021,19/11/2017,25/11/2017,2017,47,25/11/2017,AZ- SUN CITY,14,AZ,636.4703275,0,463.3291424,0,122.9402327,0,156.3897776,0,183.9991321,0,,0.076076656
22/08/2021,26/11/2017,02/12/2017,2017,48,02/12/2017,AZ- SUN CITY,14,AZ,656.2217348,0,490.9740101,0,132.7804232,0,161.4252909,0,196.7682961,0,,0.076076656
22/08/2021,03/12/2017,09/12/2017,2017,49,09/12/2017,AZ- SUN CITY,14,AZ,640.399301,0,475.1693329,0,124.0112591,0,155.4963173,0,195.6617564,0,,0.076076656
22/08/2021,10/12/2017,16/12/2017,2017,50,16/12/2017,AZ- SUN CITY,14,AZ,657.168465,0,477.258116,0,126.8692062,0,175.2832379,0,175.1056718,0,,0.076076656
22/08/2021,17/12/2017,23/12/2017,2017,51,23/12/2017,AZ- SUN CITY,14,AZ,739.8544755,0,562.8731,0,163.1944549,0,181.0879152,0,218.59073,0,,0.076076656
22/08/2021,24/12/2017,30/12/2017,2017,52,30/12/2017,AZ- SUN CITY,14,AZ,778.3750469,0,590.5179677,0,153.4430475,0,210.59073,0,226.4841903,0,,0.076076656
22/08/2021,31/12/2017,06/01/2018,2018,1,06/01/2018,AZ- SUN CITY,14,AZ,886.4928457,0,668.168465,0,128.9935025,0,229.3243807,0,309.8505817,0,,0.076076656
22/08/2021,07/01/2018,13/01/2018,2018,2,13/01/2018,AZ- SUN CITY,14,AZ,862.6881685,0,658.168465,0,157.3897776,0,233.1113014,0,267.667386,0,,0.076076656
22/08/2021,14/01/2018,20/01/2018,2018,3,20/01/2018,AZ- SUN CITY,14,AZ,803.6292691,0,616.7366767,0,141.6738835,0,211.4486771,0,263.6141162,0,,0.076076656
22/08/2021,21/01/2018,27/01/2018,2018,4,27/01/2018,AZ- SUN CITY,14,AZ,762.3395337,0,561.6955339,0,134.8159364,0,183.9458623,0,242.9337352,0,,0.076076656
22/08/2021,28/01/2018,03/02/2018,2018,5,03/02/2018,AZ- SUN CITY,14,AZ,812.1853537,0,619.4703275,0,150.5318305,0,207.4664337,0,261.4720632,0,,0.076076656
22/08/2021,04/02/2018,10/02/2018,2018,6,10/02/2018,AZ- SUN CITY,14,AZ,764.1797242,0,563.6600206,0,146.6206136,0,201.6084866,0,215.4309204,0,,0.076076656
22/08/2021,11/02/2018,17/02/2018,2018,7,17/02/2018,AZ- SUN CITY,14,AZ,683.8133327,0,508.796444,0,129.9224761,0,166.3365078,0,212.5374601,0,,0.076076656
22/08/2021,18/02/2018,24/02/2018,2018,8,24/02/2018,AZ- SUN CITY,14,AZ,694.6535232,0,518.5478514,0,142.6206136,0,179.1056718,0,196.821566,0,,0.076076656
22/08/2021,25/02/2018,03/03/2018,2018,9,03/03/2018,AZ- SUN CITY,14,AZ,712.2273644,0,541.1394492,0,136.7093967,0,177.0701586,0,227.359894,0,,0.076076656
22/08/2021,04/03/2018,10/03/2018,2018,10,10/03/2018,AZ- SUN CITY,14,AZ,745.7124226,0,551.9618831,0,138.7271533,0,195.6972697,0,217.5374601,0,,0.076076656
22/08/2021,11/03/2018,17/03/2018,2018,11,17/03/2018,AZ- SUN CITY,14,AZ,694.7245496,0,508.8852271,0,141.6561269,0,151.602857,0,215.6262432,0,,0.076076656
22/08/2021,18/03/2018,24/03/2018,2018,12,24/03/2018,AZ- SUN CITY,14,AZ,714.9965284,0,530.1927191,0,145.4963173,0,175.141185,0,209.5552167,0,,0.076076656
22/08/2021,25/03/2018,31/03/2018,2018,13,31/03/2018,AZ- SUN CITY,14,AZ,673.8666026,0,493.9207403,0,129.833693,0,161.3365078,0,202.7505395,0,,0.076076656
22/08/2021,01/04/2018,07/04/2018,2018,14,07/04/2018,AZ- SUN CITY,14,AZ,702.706793,0,504.1338197,0,132.8692062,0,156.5318305,0,214.7327829,0,,0.076076656
22/08/2021,08/04/2018,14/04/2018,2018,15,14/04/2018,AZ- SUN CITY,14,AZ,692.5469835,0,500.8852271,0,136.7626665,0,154.4963173,0,209.6262432,0,,0.076076656
22/08/2021,15/04/2018,21/04/2018,2018,16,21/04/2018,AZ- SUN CITY,14,AZ,669.9021158,0,501.7076609,0,125.9047195,0,168.3542644,0,207.4486771,0,,0.076076656
22/08/2021,22/04/2018,28/04/2018,2018,17,28/04/2018,AZ- SUN CITY,14,AZ,658.2394915,0,487.1870895,0,130.8869628,0,154.6383702,0,201.6617564,0,,0.076076656
22/08/2021,29/04/2018,05/05/2018,2018,18,05/05/2018,AZ- SUN CITY,14,AZ,670.8133327,0,484.9740101,0,111.1355555,0,176.141185,0,197.6972697,0,,0.076076656
22/08/2021,06/05/2018,12/05/2018,2018,19,12/05/2018,AZ- SUN CITY,14,AZ,663.0441687,0,470.346899,0,142.6206136,0,141.7271533,0,185.9991321,0,,0.076076656
22/08/2021,13/05/2018,19/05/2018,2018,20,19/05/2018,AZ- SUN CITY,14,AZ,586.2693751,0,422.0926769,0,109.3308782,0,151.4785607,0,161.2832379,0,,0.076076656
22/08/2021,20/05/2018,26/05/2018,2018,21,26/05/2018,AZ- SUN CITY,14,AZ,613.7544333,0,443.577735,0,121.9757459,0,170.1234284,0,151.4785607,0,,0.076076656
22/08/2021,27/05/2018,02/06/2018,2018,22,02/06/2018,AZ- SUN CITY,14,AZ,602.0740524,0,430.0749202,0,124.9402327,0,135.8692062,0,169.2654813,0,,0.076076656
22/08/2021,03/06/2018,09/06/2018,2018,23,09/06/2018,AZ- SUN CITY,14,AZ,613.0562957,0,424.1459467,0,117.0822856,0,139.833693,0,167.2299681,0,,0.076076656
22/08/2021,10/06/2018,16/06/2018,2018,24,16/06/2018,AZ- SUN CITY,14,AZ,685.4582004,0,487.8674704,0,117.064529,0,173.0168887,0,197.7860527,0,,0.076076656
22/08/2021,17/06/2018,23/06/2018,2018,25,23/06/2018,AZ- SUN CITY,14,AZ,637.4880841,0,468.2936292,0,127.7981798,0,147.5851004,0,192.910349,0,,0.076076656
22/08/2021,24/06/2018,30/06/2018,2018,26,30/06/2018,AZ- SUN CITY,14,AZ,620.7011634,0,436.8795975,0,101.4019047,0,146.7093967,0,188.7682961,0,,0.076076656
22/08/2021,01/07/2018,07/07/2018,2018,27,07/07/2018,AZ- SUN CITY,14,AZ,642.3460312,0,453.5954916,0,132.7449099,0,144.6561269,0,176.1944549,0,,0.076076656
22/08/2021,08/07/2018,14/07/2018,2018,28,14/07/2018,AZ- SUN CITY,14,AZ,567.5712376,0,389.6431319,0,94.45517452,0,136.7626665,0,158.4252909,0,,0.076076656
22/08/2021,15/07/2018,21/07/2018,2018,29,21/07/2018,AZ- SUN CITY,14,AZ,654.1507084,0,451.6132483,0,132.7981798,0,144.6206136,0,174.1944549,0,,0.076076656
22/08/2021,22/07/2018,28/07/2018,2018,30,28/07/2018,AZ- SUN CITY,14,AZ,617.5946238,0,413.1459467,0,135.7981798,0,134.7981798,0,142.5495872,0,,0.076076656
22/08/2021,29/07/2018,04/08/2018,2018,31,04/08/2018,AZ- SUN CITY,14,AZ,655.937629,0,430.8618409,0,123.9224761,0,138.7449099,0,168.1944549,0,,0.076076656
22/08/2021,05/08/2018,11/08/2018,2018,32,11/08/2018,AZ- SUN CITY,14,AZ,622.5768671,0,421.039407,0,123.8692062,0,158.4075342,0,138.7626665,0,,0.076076656
22/08/2021,12/08/2018,18/08/2018,2018,33,18/08/2018,AZ- SUN CITY,14,AZ,580.2161053,0,408.2347298,0,126.8692062,0,122.0290158,0,159.3365078,0,,0.076076656
22/08/2021,19/08/2018,25/08/2018,2018,34,25/08/2018,AZ- SUN CITY,14,AZ,635.5946238,0,435.0749202,0,112.1355555,0,152.5495872,0,170.3897776,0,,0.076076656
22/08/2021,26/08/2018,01/09/2018,2018,35,01/09/2018,AZ- SUN CITY,14,AZ,615.0562957,0,439.9328673,0,128.8869628,0,148.6738835,0,162.372021,0,,0.076076656
22/08/2021,02/09/2018,08/09/2018,2018,36,08/09/2018,AZ- SUN CITY,14,AZ,601.0030259,0,415.2524864,0,114.1177988,0,139.7804232,0,161.3542644,0,,0.076076656
22/08/2021,09/09/2018,15/09/2018,2018,37,15/09/2018,AZ- SUN CITY,14,AZ,586.3936714,0,426.1992166,0,113.295365,0,131.9224761,0,180.9813755,0,,0.076076656
22/08/2021,16/09/2018,22/09/2018,2018,38,22/09/2018,AZ- SUN CITY,14,AZ,580.5179677,0,420.2524864,0,98.50844436,0,167.2832379,0,154.4608041,0,,0.076076656
22/08/2021,23/09/2018,29/09/2018,2018,39,29/09/2018,AZ- SUN CITY,14,AZ,597.2161053,0,420.2524864,0,109.2243385,0,145.6738835,0,165.3542644,0,,0.076076656
22/08/2021,30/09/2018,06/10/2018,2018,40,06/10/2018,AZ- SUN CITY,14,AZ,555.8731,0,401.501079,0,113.1533121,0,124.0467724,0,164.3009946,0,,0.076076656
22/08/2021,07/10/2018,13/10/2018,2018,41,13/10/2018,AZ- SUN CITY,14,AZ,582.4824545,0,414.4122959,0,94.47293113,0,151.602857,0,168.3365078,0,,0.076076656
22/08/2021,14/10/2018,20/10/2018,2018,42,20/10/2018,AZ- SUN CITY,14,AZ,634.4525708,0,463.4534387,0,122.0112591,0,166.1766983,0,175.2654813,0,,0.076076656
22/08/2021,21/10/2018,27/10/2018,2018,43,27/10/2018,AZ- SUN CITY,14,AZ,625.4170576,0,446.4711953,0,124.8869628,0,156.372021,0,165.2122115,0,,0.076076656
22/08/2021,28/10/2018,03/11/2018,2018,44,03/11/2018,AZ- SUN CITY,14,AZ,621.5768671,0,454.3824123,0,122.9402327,0,136.7449099,0,194.6972697,0,,0.076076656
22/08/2021,04/11/2018,10/11/2018,2018,45,10/11/2018,AZ- SUN CITY,14,AZ,634.3815444,0,463.346899,0,124.8514496,0,155.4252909,0,183.0701586,0,,0.076076656
22/08/2021,11/11/2018,17/11/2018,2018,46,17/11/2018,AZ- SUN CITY,14,AZ,595.0740524,0,435.7553012,0,109.1355555,0,146.6738835,0,179.9458623,0,,0.076076656
22/08/2021,18/11/2018,24/11/2018,2018,47,24/11/2018,AZ- SUN CITY,14,AZ,629.4880841,0,467.2758726,0,128.8869628,0,149.4963173,0,188.8925924,0,,0.076076656
22/08/2021,25/11/2018,01/12/2018,2018,48,01/12/2018,AZ- SUN CITY,14,AZ,640.5413539,0,469.4179255,0,102.3663914,0,170.2299681,0,196.821566,0,,0.076076656
22/08/2021,02/12/2018,08/12/2018,2018,49,08/12/2018,AZ- SUN CITY,14,AZ,678.8488459,0,497.9207403,0,128.9047195,0,169.2654813,0,199.7505395,0,,0.076076656
22/08/2021,09/12/2018,15/12/2018,2018,50,15/12/2018,AZ- SUN CITY,14,AZ,643.2394915,0,460.4356821,0,124.9224761,0,158.3365078,0,177.1766983,0,,0.076076656
22/08/2021,16/12/2018,22/12/2018,2018,51,22/12/2018,AZ- SUN CITY,14,AZ,717.2806343,0,529.4590683,0,139.6916401,0,172.2654813,0,217.5019469,0,,0.076076656
22/08/2021,23/12/2018,29/12/2018,2018,52,29/12/2018,AZ- SUN CITY,14,AZ,697.1030681,0,493.6366345,0,120.9579893,0,176.9636189,0,195.7150263,0,,0.076076656
22/08/2021,30/12/2018,05/01/2019,2019,1,05/01/2019,AZ- SUN CITY,14,AZ,763.3750469,0,561.8020736,0,139.5673438,0,185.9813755,0,236.2533543,0,,0.076076656
22/08/2021,06/01/2019,12/01/2019,2019,2,12/01/2019,AZ- SUN CITY,14,AZ,754.3040205,0,547.9441265,0,135.7626665,0,218.2888675,0,193.8925924,0,,0.076076656
22/08/2021,13/01/2019,19/01/2019,2019,3,19/01/2019,AZ- SUN CITY,14,AZ,754.3040205,0,545.9618831,0,146.5495872,0,186.0346453,0,213.3776506,0,,0.076076656
22/08/2021,20/01/2019,26/01/2019,2019,4,26/01/2019,AZ- SUN CITY,14,AZ,712.156338,0,519.4590683,0,134.6916401,0,164.3365078,0,220.4309204,0,,0.076076656
22/08/2021,27/01/2019,02/02/2019,2019,5,02/02/2019,AZ- SUN CITY,14,AZ,695.5824967,0,503.9740101,0,117.0822856,0,189.0168887,0,197.8748358,0,,0.076076656
22/08/2021,03/02/2019,09/02/2019,2019,6,09/02/2019,AZ- SUN CITY,14,AZ,702.1208247,0,533.9973963,0,159.2832379,0,178.9991321,0,195.7150263,0,,0.076076656
22/08/2021,10/02/2019,16/02/2019,2019,7,16/02/2019,AZ- SUN CITY,14,AZ,671.7955761,0,488.9384969,0,145.5851004,0,153.4252909,0,189.9281056,0,,0.076076656
22/08/2021,17/02/2019,23/02/2019,2019,8,23/02/2019,AZ- SUN CITY,14,AZ,745.6591527,0,567.642264,0,154.4785607,0,202.5552167,0,210.6084866,0,,0.076076656
22/08/2021,24/02/2019,02/03/2019,2019,9,02/03/2019,AZ- SUN CITY,14,AZ,731.5881263,0,537.9441265,0,141.6561269,0,207.5197035,0,188.7682961,0,,0.076076656
22/08/2021,03/03/2019,09/03/2019,2019,10,09/03/2019,AZ- SUN CITY,14,AZ,678.8666026,0,510.7431741,0,129.9579893,0,170.3009946,0,210.4841903,0,,0.076076656
22/08/2021,10/03/2019,16/03/2019,2019,11,16/03/2019,AZ- SUN CITY,14,AZ,768.1974808,0,573.4646979,0,121.8869628,0,204.7505395,0,246.8271955,0,,0.076076656
22/08/2021,17/03/2019,23/03/2019,2019,12,23/03/2019,AZ- SUN CITY,14,AZ,672.7600629,0,502.6366345,0,120.9579893,0,174.0879152,0,207.59073,0,,0.076076656
22/08/2021,24/03/2019,30/03/2019,2019,13,30/03/2019,AZ- SUN CITY,14,AZ,724.8544755,0,553.6955339,0,146.5851004,0,196.6439998,0,210.4664337,0,,0.076076656
22/08/2021,31/03/2019,06/04/2019,2019,14,06/04/2019,AZ- SUN CITY,14,AZ,727.8899887,0,533.2637455,0,135.8692062,0,213.4309204,0,183.9636189,0,,0.076076656
22/08/2021,07/04/2019,13/04/2019,2019,15,13/04/2019,AZ- SUN CITY,14,AZ,777.1264543,0,567.7132905,0,153.4252909,0,185.9458623,0,228.3421374,0,,0.076076656
22/08/2021,14/04/2019,20/04/2019,2019,16,20/04/2019,AZ- SUN CITY,14,AZ,689.387174,0,517.334772,0,142.602857,0,185.8393226,0,188.8925924,0,,0.076076656
22/08/2021,21/04/2019,27/04/2019,2019,17,27/04/2019,AZ- SUN CITY,14,AZ,654.3460312,0,503.8142006,0,130.7804232,0,172.1589416,0,200.8748358,0,,0.076076656
22/08/2021,28/04/2019,04/05/2019,2019,18,04/05/2019,AZ- SUN CITY,14,AZ,689.4937136,0,486.9917667,0,124.9757459,0,154.5673438,0,207.4486771,0,,0.076076656
22/08/2021,05/05/2019,11/05/2019,2019,19,11/05/2019,AZ- SUN CITY,14,AZ,680.6002533,0,476.1693329,0,130.8514496,0,165.2654813,0,180.052402,0,,0.076076656
22/08/2021,12/05/2019,18/05/2019,2019,20,18/05/2019,AZ- SUN CITY,14,AZ,621.8787296,0,443.0038938,0,117.1355555,0,134.8692062,0,190.9991321,0,,0.076076656
22/08/2021,19/05/2019,25/05/2019,2019,21,25/05/2019,AZ- SUN CITY,14,AZ,673.7423062,0,474.2048461,0,112.2243385,0,165.1766983,0,196.8038093,0,,0.076076656
22/08/2021,26/05/2019,01/06/2019,2019,22,01/06/2019,AZ- SUN CITY,14,AZ,669.8133327,0,480.1515763,0,129.9047195,0,175.0346453,0,175.2122115,0,,0.076076656
22/08/2021,02/06/2019,08/06/2019,2019,23,08/06/2019,AZ- SUN CITY,14,AZ,624.7189201,0,450.719788,0,130.7804232,0,135.9224761,0,184.0168887,0,,0.076076656
22/08/2021,09/06/2019,15/06/2019,2019,24,15/06/2019,AZ- SUN CITY,14,AZ,675.706793,0,504.7431741,0,133.833693,0,165.2832379,0,205.6262432,0,,0.076076656
22/08/2021,16/06/2019,22/06/2019,2019,25,22/06/2019,AZ- SUN CITY,14,AZ,609.1273222,0,425.2169732,0,118.2243385,0,130.7981798,0,176.1944549,0,,0.076076656
22/08/2021,23/06/2019,29/06/2019,2019,26,29/06/2019,AZ- SUN CITY,14,AZ,633.5058407,0,453.5067086,0,114.0822856,0,155.3897776,0,184.0346453,0,,0.076076656
22/08/2021,30/06/2019,06/07/2019,2019,27,06/07/2019,AZ- SUN CITY,14,AZ,652.0264121,0,447.577735,0,113.1888253,0,174.0168887,0,160.372021,0,,0.076076656
22/08/2021,07/07/2019,13/07/2019,2019,28,13/07/2019,AZ- SUN CITY,14,AZ,639.1862216,0,455.3113858,0,119.0822856,0,155.372021,0,180.8570792,0,,0.076076656
22/08/2021,14/07/2019,20/07/2019,2019,29,20/07/2019,AZ- SUN CITY,14,AZ,660.0974385,0,472.3291424,0,120.9757459,0,164.3187512,0,187.0346453,0,,0.076076656
22/08/2021,21/07/2019,27/07/2019,2019,30,27/07/2019,AZ- SUN CITY,14,AZ,608.8432164,0,405.4655658,0,118.064529,0,128.9935025,0,158.4075342,0,,0.076076656
22/08/2021,28/07/2019,03/08/2019,2019,31,03/08/2019,AZ- SUN CITY,14,AZ,639.399301,0,445.6842747,0,121.9757459,0,137.7804232,0,185.9281056,0,,0.076076656
22/08/2021,04/08/2019,10/08/2019,2019,32,10/08/2019,AZ- SUN CITY,14,AZ,606.9497561,0,440.6842747,0,130.7981798,0,142.602857,0,167.2832379,0,,0.076076656
22/08/2021,11/08/2019,17/08/2019,2019,33,17/08/2019,AZ- SUN CITY,14,AZ,612.0207825,0,431.0749202,0,110.2598518,0,144.7093967,0,176.1056718,0,,0.076076656
22/08/2021,18/08/2019,24/08/2019,2019,34,24/08/2019,AZ- SUN CITY,14,AZ,610.9319994,0,419.2347298,0,106.1888253,0,151.6206136,0,161.4252909,0,,0.076076656
22/08/2021,25/08/2019,31/08/2019,2019,35,31/08/2019,AZ- SUN CITY,14,AZ,661.0441687,0,479.1338197,0,141.6206136,0,141.7626665,0,195.7505395,0,,0.076076656
